id,status,sub_status,created_at,operation_date,reference,full_name,courier,ID Envío,tracking
1489477,delivered,delivered,11/5/2020 9:29:09,11/5/2020,Shipit0447,Jose Antonio Garcia,starken,TEST447,929543205
1489476,delivered,delivered,11/5/2020 9:29:08,11/5/2020,Shipit0448,Javier Gonzalez,starken,TEST448,929543216
1489475,delivered,delivered,11/5/2020 9:29:07,11/5/2020,Shipit0449,Daniel Fernandez,starken,TEST449,929543203
1489474,delivered,delivered,11/5/2020 9:29:06,11/5/2020,Shipit0450,Jose Luis Perez,starken,TEST450,929543206
1489473,delivered,delivered,11/5/2020 9:29:05,11/5/2020,Shipit0451,Francisco Javier Lopez,starken,TEST451,929543199
1489472,delivered,delivered,11/5/2020 9:29:04,11/5/2020,Shipit0452,Carlos Rodriguez,starken,TEST452,929543201
1489471,delivered,delivered,11/5/2020 9:29:04,11/5/2020,Shipit0453,Jesus Martinez,starken,TEST453,929543217
1489470,delivered,delivered,11/5/2020 9:29:03,11/5/2020,Shipit0454,Alejandro Sanchez,starken,TEST454,929543212
1489469,delivered,delivered,11/5/2020 9:29:02,11/5/2020,Shipit0455,Miguel Gomez,starken,TEST455,929543204
1489468,delivered,delivered,11/5/2020 9:29:01,11/5/2020,Shipit0456,Jose Manuel Alvarez,starken,TEST456,929543196
1489467,delivered,delivered,11/5/2020 9:29:00,11/5/2020,Shipit0457,Rafael Martin,starken,TEST457,929543198
1489466,delivered,delivered,11/5/2020 9:28:59,11/5/2020,Shipit0458,Miguel Angel Diaz,starken,TEST458,929543219
1489465,delivered,delivered,11/5/2020 9:28:58,11/5/2020,Shipit0459,Pedro Alonso,starken,TEST459,929543211
1489464,delivered,delivered,11/5/2020 9:28:58,11/5/2020,Shipit0460,Angel Ruiz,starken,TEST460,929543197
1489463,delivered,delivered,11/5/2020 9:28:57,11/5/2020,Shipit0461,Antonio Hernandez,starken,TEST461,929543195
1489462,delivered,delivered,11/5/2020 9:28:56,11/5/2020,Shipit0462,Jose Gutierrez,starken,TEST462,929543194
1489461,delivered,delivered,11/5/2020 9:28:55,11/5/2020,Shipit0463,Manuel Blanco,starken,TEST463,929543186
1489460,delivered,delivered,11/5/2020 9:28:54,11/5/2020,Shipit0464,Francisco Jimenez,starken,TEST464,929543184
1489459,delivered,delivered,11/5/2020 9:28:53,11/5/2020,Shipit0465,David Moreno,starken,TEST465,929543193
1489458,delivered,delivered,11/5/2020 9:28:52,11/5/2020,Shipit0466,Juan Muñoz,starken,TEST466,929543210
1489457,delivered,delivered,11/5/2020 9:28:51,11/5/2020,Shipit0467,Jose Antonio Vazquez,starken,TEST467,929543209
1489456,delivered,delivered,11/5/2020 9:28:43,11/5/2020,Shipit0468,Javier Gil,starken,TEST468,929543208
1489455,delivered,delivered,11/5/2020 9:28:42,11/5/2020,Shipit0469,Daniel Dominguez,starken,TEST469,929543207
1489454,delivered,delivered,11/5/2020 9:28:41,11/5/2020,Shipit0470,Jose Luis Castro,starken,TEST470,929543191
1489453,delivered,delivered,11/5/2020 9:28:40,11/5/2020,Shipit0471,Francisco Javier Ramos,starken,TEST471,929543185
1489452,delivered,delivered,11/5/2020 9:28:39,11/5/2020,Shipit0472,Carlos Garcia,starken,TEST472,929543192
1489432,delivered,delivered,11/5/2020 9:28:38,11/5/2020,Shipit0473,Jesus Gonzalez,chilexpress,TEST473,712089606966
1489431,delivered,delivered,11/5/2020 9:28:38,11/5/2020,Shipit0474,Alejandro Fernandez,chilexpress,TEST474,712089606885
1489430,delivered,delivered,11/5/2020 9:28:37,11/5/2020,Shipit0475,Miguel Perez,chilexpress,TEST475,712089606933
1489429,delivered,delivered,11/5/2020 9:28:36,11/5/2020,Shipit0476,Jose Manuel Lopez,chilexpress,TEST476,712089606852
1489428,delivered,delivered,11/5/2020 9:28:35,11/5/2020,Shipit0477,Rafael Rodriguez,chilexpress,TEST477,712089606900
1489427,delivered,delivered,11/5/2020 9:28:34,11/5/2020,Shipit0478,Miguel Angel Martinez,chilexpress,TEST478,712089606896
1489426,delivered,delivered,11/5/2020 9:28:33,11/5/2020,Shipit0479,Pedro Sanchez,chilexpress,TEST479,712089606830
1489425,delivered,delivered,11/5/2020 9:28:32,11/5/2020,Shipit0480,Angel Gomez,chilexpress,TEST480,712089606863
1489424,delivered,delivered,11/5/2020 9:28:32,11/5/2020,Shipit0481,Antonio Alvarez,chilexpress,TEST481,712089606826
1489423,delivered,delivered,11/5/2020 9:28:31,11/5/2020,Shipit0482,Jose Martin,chilexpress,TEST482,712089606874
1489422,delivered,delivered,11/5/2020 9:28:30,11/5/2020,Shipit0483,Manuel Diaz,chilexpress,TEST483,712089606815
1489421,delivered,delivered,11/5/2020 9:28:29,11/5/2020,Shipit0484,Francisco Alonso,chilexpress,TEST484,712089606841
1489419,delivered,delivered,11/5/2020 9:28:28,11/5/2020,Shipit0485,David Ruiz,chilexpress,TEST485,712089608484
1489418,delivered,delivered,11/5/2020 9:28:27,11/5/2020,Shipit0486,Juan Hernandez,chilexpress,TEST486,712089608473
1489417,delivered,delivered,11/5/2020 9:28:26,11/5/2020,Shipit0487,Jose Antonio Gutierrez,chilexpress,TEST487,712089608436
1489416,delivered,delivered,11/5/2020 9:28:26,11/5/2020,Shipit0488,Javier Blanco,chilexpress,TEST488,712089608462
1489415,delivered,delivered,11/5/2020 9:28:25,11/5/2020,Shipit0489,Daniel Jimenez,chilexpress,TEST489,712089608440
1489414,delivered,delivered,11/5/2020 9:28:24,11/5/2020,Shipit0490,Jose Luis Moreno,chilexpress,TEST490,712089608403
1489413,delivered,delivered,11/5/2020 9:28:23,11/5/2020,Shipit0491,Francisco Javier Muñoz,chilexpress,TEST491,712089608495
1489412,delivered,delivered,11/5/2020 9:28:22,11/5/2020,Shipit0492,Carlos Vazquez,chilexpress,TEST492,712089608425
1489411,delivered,delivered,11/5/2020 9:28:21,11/5/2020,Shipit0493,Jesus Gil,chilexpress,TEST493,712089608580
1489410,delivered,delivered,11/5/2020 9:28:20,11/5/2020,Shipit0494,Alejandro Dominguez,chilexpress,TEST494,712089608414
1489409,delivered,delivered,11/5/2020 9:28:19,11/5/2020,Shipit0495,Miguel Castro,chilexpress,TEST495,712089608381
1489408,delivered,delivered,11/5/2020 9:28:19,11/5/2020,Shipit0496,Jose Manuel Ramos,chilexpress,TEST496,712089608392
1489407,delivered,delivered,11/5/2020 9:28:18,11/5/2020,Shipit0497,Rafael Garcia,chilexpress,TEST497,712089608366
1489406,delivered,delivered,11/5/2020 9:28:17,11/5/2020,Shipit0498,Miguel Angel Gonzalez,chilexpress,TEST498,712089608370
1489404,delivered,delivered,11/5/2020 9:28:16,11/5/2020,Shipit0499,Pedro Fernandez,chilexpress,TEST499,712089608355
1489403,delivered,delivered,11/5/2020 9:28:15,11/5/2020,Shipit0500,Angel Perez,chilexpress,TEST500,712089608333
1503897,delivered,delivered,17/4/2020 9:36:00,17/4/2020,Shipit0501,Antonio Garcia,starken,TEST001,929621911
1503896,delivered,delivered,17/4/2020 9:36:01,17/4/2020,Shipit0502,Jose Gonzalez,starken,TEST002,929621892
1503895,delivered,delivered,17/4/2020 9:36:02,17/4/2020,Shipit0503,Manuel Fernandez,starken,TEST003,929621891
1503894,delivered,delivered,17/4/2020 9:36:03,17/4/2020,Shipit0504,Francisco Perez,starken,TEST004,929621893
1503893,delivered,delivered,17/4/2020 9:36:04,17/4/2020,Shipit0505,David Lopez,starken,TEST005,929621888
1503892,delivered,delivered,17/4/2020 9:36:05,17/4/2020,Shipit0506,Juan Rodriguez,starken,TEST006,929621910
1503891,delivered,delivered,17/4/2020 9:36:06,17/4/2020,Shipit0507,Jose Antonio Martinez,starken,TEST007,929621908
1503890,delivered,delivered,17/4/2020 9:35:52,17/4/2020,Shipit0508,Javier Sanchez,starken,TEST008,929621889
1503889,delivered,delivered,17/4/2020 9:35:53,17/4/2020,Shipit0509,Daniel Gomez,starken,TEST009,929621866
1503888,delivered,delivered,17/4/2020 9:35:52,17/4/2020,Shipit0510,Jose Luis Alvarez,starken,TEST010,929621886
1503887,delivered,delivered,17/4/2020 9:35:51,17/4/2020,Shipit0511,Francisco Javier Martin,starken,TEST011,929621864
1503886,delivered,delivered,17/4/2020 9:35:50,17/4/2020,Shipit0512,Carlos Diaz,starken,TEST012,929621887
1503885,delivered,delivered,17/4/2020 9:35:50,17/4/2020,Shipit0513,Jesus Alonso,starken,TEST013,929621863
1503884,delivered,delivered,17/4/2020 9:35:49,17/4/2020,Shipit0514,Alejandro Ruiz,starken,TEST014,929621885
1503883,delivered,delivered,17/4/2020 9:35:48,17/4/2020,Shipit0515,Miguel Hernandez,starken,TEST015,929621861
1503882,delivered,delivered,17/4/2020 9:35:47,17/4/2020,Shipit0516,Jose Manuel Gutierrez,starken,TEST016,929621860
1503881,delivered,delivered,17/4/2020 9:35:46,17/4/2020,Shipit0517,Rafael Blanco,starken,TEST017,929621862
1503880,delivered,delivered,17/4/2020 9:35:45,17/4/2020,Shipit0518,Miguel Angel Jimenez,starken,TEST018,929621884
1503879,delivered,delivered,17/4/2020 9:35:44,17/4/2020,Shipit0519,Pedro Moreno,starken,TEST019,929621883
1503878,delivered,delivered,17/4/2020 9:35:44,17/4/2020,Shipit0520,Angel Muñoz,starken,TEST020,929621859
1503877,delivered,delivered,16/4/2020 9:35:44,16/4/2020,Shipit0521,Antonio Vazquez,starken,TEST021,929621882
1503876,delivered,delivered,16/4/2020 9:35:43,16/4/2020,Shipit0522,Jose Gil,starken,TEST022,929621858
1503875,delivered,delivered,16/4/2020 9:35:42,16/4/2020,Shipit0523,Manuel Dominguez,starken,TEST023,929621855
1503874,delivered,delivered,16/4/2020 9:35:41,16/4/2020,Shipit0524,Francisco Castro,starken,TEST024,929621876
1503873,delivered,delivered,16/4/2020 9:35:40,16/4/2020,Shipit0525,David Ramos,starken,TEST025,929621853
1503872,delivered,delivered,16/4/2020 9:35:39,16/4/2020,Shipit0526,Juan Garcia,starken,TEST026,929621874
1503871,delivered,delivered,16/4/2020 9:35:38,16/4/2020,Shipit0527,Jose Antonio Gonzalez,starken,TEST027,929621851
1503870,delivered,delivered,16/4/2020 9:35:38,16/4/2020,Shipit0528,Javier Fernandez,starken,TEST028,929621870
1503869,delivered,delivered,16/4/2020 9:35:37,16/4/2020,Shipit0529,Daniel Perez,starken,TEST029,929621869
1503868,delivered,delivered,16/4/2020 9:35:36,16/4/2020,Shipit0530,Jose Luis Lopez,starken,TEST030,929621849
1503867,delivered,delivered,16/4/2020 9:35:35,16/4/2020,Shipit0531,Francisco Javier Rodriguez,starken,TEST031,929621850
1503866,delivered,delivered,16/4/2020 9:35:34,16/4/2020,Shipit0532,Carlos Martinez,starken,TEST032,929621868
1503865,delivered,delivered,16/4/2020 9:35:33,16/4/2020,Shipit0533,Jesus Sanchez,starken,TEST033,929621846
1503864,delivered,delivered,16/4/2020 9:35:32,16/4/2020,Shipit0534,Alejandro Gomez,starken,TEST034,929621848
1503863,delivered,delivered,16/4/2020 9:35:31,16/4/2020,Shipit0535,Miguel Alvarez,starken,TEST035,929621826
1503862,delivered,delivered,16/4/2020 9:35:31,16/4/2020,Shipit0536,Jose Manuel Martin,starken,TEST036,929621825
1503861,delivered,delivered,16/4/2020 9:35:30,16/4/2020,Shipit0537,Rafael Diaz,starken,TEST037,929621845
1503860,delivered,delivered,16/4/2020 9:35:29,16/4/2020,Shipit0538,Miguel Angel Alonso,starken,TEST038,929621843
1503859,delivered,delivered,16/4/2020 9:35:28,16/4/2020,Shipit0539,Pedro Ruiz,starken,TEST039,929621842
1503858,delivered,delivered,16/4/2020 9:35:27,16/4/2020,Shipit0540,Angel Hernandez,starken,TEST040,929621844
1503857,delivered,delivered,16/4/2020 9:35:26,16/4/2020,Shipit0541,Antonio Gutierrez,starken,TEST041,929621840
1503856,delivered,delivered,16/4/2020 9:35:25,16/4/2020,Shipit0542,Jose Blanco,starken,TEST042,929621824
1503855,delivered,delivered,16/4/2020 9:35:25,16/4/2020,Shipit0543,Manuel Jimenez,starken,TEST043,929621841
1503854,delivered,delivered,16/4/2020 9:35:24,16/4/2020,Shipit0544,Francisco Moreno,starken,TEST044,929621837
1503853,delivered,delivered,16/4/2020 9:35:23,16/4/2020,Shipit0545,David Muñoz,starken,TEST045,929621821
1503852,delivered,delivered,16/4/2020 9:35:22,16/4/2020,Shipit0546,Juan Vazquez,starken,TEST046,929621838
1503851,delivered,delivered,16/4/2020 9:35:21,16/4/2020,Shipit0547,Jose Antonio Gil,starken,TEST047,929621835
1503850,delivered,delivered,16/4/2020 9:35:20,16/4/2020,Shipit0548,Javier Dominguez,starken,TEST048,929621823
1503849,delivered,delivered,16/4/2020 9:35:19,16/4/2020,Shipit0549,Daniel Castro,starken,TEST049,929621836
1503848,delivered,delivered,16/4/2020 9:35:19,16/4/2020,Shipit0550,Jose Luis Ramos,starken,TEST050,929621820
1503847,delivered,delivered,16/4/2020 9:35:18,16/4/2020,Shipit0551,Francisco Javier Garcia,starken,TEST051,929621822
1503846,delivered,delivered,16/4/2020 9:35:17,16/4/2020,Shipit0552,Carlos Gonzalez,starken,TEST052,929621819
1503845,delivered,delivered,16/4/2020 9:35:16,16/4/2020,Shipit0553,Jesus Fernandez,starken,TEST053,929621818
1503844,delivered,delivered,16/4/2020 9:35:15,16/4/2020,Shipit0554,Alejandro Perez,starken,TEST054,929621834
1503843,delivered,delivered,16/4/2020 9:35:14,16/4/2020,Shipit0555,Miguel Lopez,starken,TEST055,929621816
1503842,delivered,delivered,16/4/2020 9:35:13,16/4/2020,Shipit0556,Jose Manuel Rodriguez,starken,TEST056,929621831
1503841,delivered,delivered,16/4/2020 9:35:12,16/4/2020,Shipit0557,Rafael Martinez,starken,TEST057,929621833
1503840,delivered,delivered,16/4/2020 9:35:12,16/4/2020,Shipit0558,Miguel Angel Sanchez,starken,TEST058,929621815
1503839,delivered,delivered,16/4/2020 9:35:11,16/4/2020,Shipit0559,Pedro Gomez,starken,TEST059,929621812
1503838,delivered,delivered,16/4/2020 9:35:10,16/4/2020,Shipit0560,Angel Alvarez,starken,TEST060,929621810
1503837,delivered,delivered,16/4/2020 9:35:09,16/4/2020,Shipit0561,Antonio Martin,starken,TEST061,929621809
1503836,delivered,delivered,16/4/2020 9:35:08,16/4/2020,Shipit0562,Jose Diaz,starken,TEST062,929621796
1503835,delivered,delivered,16/4/2020 9:35:07,16/4/2020,Shipit0563,Manuel Alonso,starken,TEST063,929621799
1503834,delivered,delivered,16/4/2020 9:35:06,16/4/2020,Shipit0564,Francisco Ruiz,starken,TEST064,929621798
1503833,delivered,delivered,16/4/2020 9:35:06,16/4/2020,Shipit0565,David Hernandez,starken,TEST065,929621784
1503832,delivered,delivered,16/4/2020 9:35:05,16/4/2020,Shipit0566,Juan Gutierrez,starken,TEST066,929621795
1503831,delivered,delivered,16/4/2020 9:35:04,16/4/2020,Shipit0567,Jose Antonio Blanco,starken,TEST067,929621793
1503830,delivered,delivered,16/4/2020 9:35:03,16/4/2020,Shipit0568,Javier Jimenez,starken,TEST068,929621794
1503829,delivered,delivered,16/4/2020 9:35:02,16/4/2020,Shipit0569,Daniel Moreno,starken,TEST069,929621792
1503828,delivered,delivered,16/4/2020 9:35:01,16/4/2020,Shipit0570,Jose Luis Muñoz,starken,TEST070,929621786
1503827,delivered,delivered,16/4/2020 9:35:00,16/4/2020,Shipit0571,Francisco Javier Vazquez,starken,TEST071,929621807
1503826,delivered,delivered,16/4/2020 9:35:00,16/4/2020,Shipit0572,Carlos Gil,starken,TEST072,929621785
1503825,delivered,delivered,16/4/2020 9:34:59,16/4/2020,Shipit0573,Jesus Dominguez,starken,TEST073,929621782
1503824,delivered,delivered,16/4/2020 9:34:58,16/4/2020,Shipit0574,Alejandro Castro,starken,TEST074,929621788
1503823,delivered,delivered,16/4/2020 9:34:57,16/4/2020,Shipit0575,Miguel Ramos,starken,TEST075,929621783
1503822,delivered,delivered,16/4/2020 9:34:56,16/4/2020,Shipit0576,Jose Manuel Garcia,starken,TEST076,929621789
1503821,delivered,delivered,16/4/2020 9:34:55,16/4/2020,Shipit0577,Rafael Gonzalez,starken,TEST077,929621787
1503820,delivered,delivered,16/4/2020 9:34:54,16/4/2020,Shipit0578,Miguel Angel Fernandez,starken,TEST078,929621780
1503819,delivered,delivered,16/4/2020 9:34:53,16/4/2020,Shipit0579,Pedro Perez,starken,TEST079,929621781
1503818,delivered,delivered,16/4/2020 9:34:53,16/4/2020,Shipit0580,Angel Lopez,starken,TEST080,929621791
1503817,delivered,delivered,16/4/2020 9:34:52,16/4/2020,Shipit0581,Antonio Rodriguez,starken,TEST081,929621765
1503816,delivered,delivered,16/4/2020 9:34:51,16/4/2020,Shipit0582,Jose Martinez,starken,TEST082,929621779
1503815,delivered,delivered,16/4/2020 9:34:50,16/4/2020,Shipit0583,Manuel Sanchez,starken,TEST083,929621764
1503814,delivered,delivered,16/4/2020 9:34:49,16/4/2020,Shipit0584,Francisco Gomez,starken,TEST084,929621777
1503813,delivered,delivered,16/4/2020 9:34:48,16/4/2020,Shipit0585,David Alvarez,starken,TEST085,929621776
1503812,delivered,delivered,16/4/2020 9:34:47,16/4/2020,Shipit0586,Juan Martin,starken,TEST086,929621762
1503811,delivered,delivered,16/4/2020 9:34:47,16/4/2020,Shipit0587,Jose Antonio Diaz,starken,TEST087,929621790
1503810,delivered,delivered,16/4/2020 9:34:46,16/4/2020,Shipit0588,Javier Alonso,starken,TEST088,929621766
1503809,delivered,delivered,16/4/2020 9:34:45,16/4/2020,Shipit0589,Daniel Ruiz,starken,TEST089,929621763
1503808,delivered,delivered,16/4/2020 9:34:44,16/4/2020,Shipit0590,Jose Luis Hernandez,starken,TEST090,929621778
1503794,delivered,delivered,16/4/2020 9:34:43,16/4/2020,Shipit0591,Francisco Javier Gutierrez,chilexpress,TEST091,712090414055
1503793,delivered,delivered,16/4/2020 9:34:42,16/4/2020,Shipit0592,Carlos Blanco,chilexpress,TEST092,712090414044
1503792,delivered,delivered,16/4/2020 9:34:41,16/4/2020,Shipit0593,Jesus Jimenez,chilexpress,TEST093,712090413963
1503791,delivered,delivered,16/4/2020 9:34:41,16/4/2020,Shipit0594,Alejandro Moreno,chilexpress,TEST094,712090414022
1503790,delivered,delivered,16/4/2020 9:34:40,16/4/2020,Shipit0595,Miguel Muñoz,chilexpress,TEST095,712090414011
1503789,delivered,delivered,15/4/2020 9:34:40,15/4/2020,Shipit0596,Jose Manuel Vazquez,chilexpress,TEST096,712090413893
1503788,delivered,delivered,15/4/2020 9:34:39,15/4/2020,Shipit0597,Rafael Gil,chilexpress,TEST097,712090413860
1503787,delivered,delivered,15/4/2020 9:34:38,15/4/2020,Shipit0598,Miguel Angel Dominguez,chilexpress,TEST098,712090414033
1503786,delivered,delivered,15/4/2020 9:34:37,15/4/2020,Shipit0599,Pedro Castro,chilexpress,TEST099,712090413974
1503785,delivered,delivered,15/4/2020 9:34:36,15/4/2020,Shipit0600,Angel Ramos,chilexpress,TEST100,712090414000
1503784,delivered,delivered,15/4/2020 9:34:35,15/4/2020,Shipit0601,Antonio Garcia,chilexpress,TEST101,712090413834
1503783,delivered,delivered,15/4/2020 9:34:34,15/4/2020,Shipit0602,Jose Gonzalez,chilexpress,TEST102,712090413985
1503782,delivered,delivered,15/4/2020 9:34:34,15/4/2020,Shipit0603,Manuel Fernandez,chilexpress,TEST103,712090413952
1503781,delivered,delivered,15/4/2020 9:34:33,15/4/2020,Shipit0604,Francisco Perez,chilexpress,TEST104,712090413941
1503780,delivered,delivered,15/4/2020 9:34:32,15/4/2020,Shipit0605,David Lopez,chilexpress,TEST105,712090413926
1503779,delivered,delivered,15/4/2020 9:34:31,15/4/2020,Shipit0606,Juan Rodriguez,chilexpress,TEST106,712090413996
1503778,delivered,delivered,15/4/2020 9:34:30,15/4/2020,Shipit0607,Jose Antonio Martinez,chilexpress,TEST107,712090413786
1503777,delivered,delivered,15/4/2020 9:34:29,15/4/2020,Shipit0608,Javier Sanchez,chilexpress,TEST108,712090413871
1503776,delivered,delivered,15/4/2020 9:34:28,15/4/2020,Shipit0609,Daniel Gomez,chilexpress,TEST109,712090413904
1503775,delivered,delivered,15/4/2020 9:34:28,15/4/2020,Shipit0610,Jose Luis Alvarez,chilexpress,TEST110,712090413764
1503774,delivered,delivered,15/4/2020 9:34:27,15/4/2020,Shipit0611,Francisco Javier Martin,chilexpress,TEST111,712090413930
1503773,delivered,delivered,15/4/2020 9:34:26,15/4/2020,Shipit0612,Carlos Diaz,chilexpress,TEST112,712090413731
1503772,delivered,delivered,15/4/2020 9:34:25,15/4/2020,Shipit0613,Jesus Alonso,chilexpress,TEST113,712090413753
1503771,delivered,delivered,15/4/2020 9:34:24,15/4/2020,Shipit0614,Alejandro Ruiz,chilexpress,TEST114,712090413742
1503770,delivered,delivered,15/4/2020 9:34:23,15/4/2020,Shipit0615,Miguel Hernandez,chilexpress,TEST115,712090413775
1503769,delivered,delivered,15/4/2020 9:34:22,15/4/2020,Shipit0616,Jose Manuel Gutierrez,chilexpress,TEST116,712090413845
1503768,delivered,delivered,15/4/2020 9:34:22,15/4/2020,Shipit0617,Rafael Blanco,chilexpress,TEST117,712090413823
1503767,delivered,delivered,15/4/2020 9:34:21,15/4/2020,Shipit0618,Miguel Angel Jimenez,chilexpress,TEST118,712090413801
1503766,delivered,delivered,15/4/2020 9:34:20,15/4/2020,Shipit0619,Pedro Moreno,chilexpress,TEST119,712090413790
1503765,delivered,delivered,15/4/2020 9:34:19,15/4/2020,Shipit0620,Angel Muñoz,chilexpress,TEST120,712090413720
1503764,delivered,delivered,15/4/2020 9:34:18,15/4/2020,Shipit0621,Antonio Vazquez,chilexpress,TEST121,712090413683
1503763,delivered,delivered,15/4/2020 9:34:17,15/4/2020,Shipit0622,Jose Gil,chilexpress,TEST122,712090413672
1503762,delivered,delivered,15/4/2020 9:34:16,15/4/2020,Shipit0623,Manuel Dominguez,chilexpress,TEST123,712090413602
1503761,delivered,delivered,15/4/2020 9:34:15,15/4/2020,Shipit0624,Francisco Castro,chilexpress,TEST124,712090413694
1503760,delivered,delivered,15/4/2020 9:34:15,15/4/2020,Shipit0625,David Ramos,chilexpress,TEST125,712090413646
1503759,delivered,delivered,15/4/2020 9:34:14,15/4/2020,Shipit0626,Juan Garcia,chilexpress,TEST126,712090413716
1503758,delivered,delivered,15/4/2020 9:34:13,15/4/2020,Shipit0627,Jose Antonio Gonzalez,chilexpress,TEST127,712090413635
1503757,delivered,delivered,15/4/2020 9:34:12,15/4/2020,Shipit0628,Javier Fernandez,chilexpress,TEST128,712090413576
1503756,delivered,delivered,15/4/2020 9:34:11,15/4/2020,Shipit0629,Daniel Perez,chilexpress,TEST129,712090413624
1503755,delivered,delivered,15/4/2020 9:34:10,15/4/2020,Shipit0630,Jose Luis Lopez,chilexpress,TEST130,712090413521
1503754,delivered,delivered,15/4/2020 9:34:09,15/4/2020,Shipit0631,Francisco Javier Rodriguez,chilexpress,TEST131,712090413613
1503753,delivered,delivered,15/4/2020 9:34:09,15/4/2020,Shipit0632,Carlos Martinez,chilexpress,TEST132,712090413591
1503752,delivered,delivered,15/4/2020 9:34:08,15/4/2020,Shipit0633,Jesus Sanchez,chilexpress,TEST133,712090413580
1503751,delivered,delivered,15/4/2020 9:34:07,15/4/2020,Shipit0634,Alejandro Gomez,chilexpress,TEST134,712090413565
1503750,delivered,delivered,15/4/2020 9:34:06,15/4/2020,Shipit0635,Miguel Alvarez,chilexpress,TEST135,712090413440
1503749,delivered,delivered,15/4/2020 9:34:05,15/4/2020,Shipit0636,Jose Manuel Martin,chilexpress,TEST136,712090413554
1503748,delivered,delivered,15/4/2020 9:34:04,15/4/2020,Shipit0637,Rafael Diaz,chilexpress,TEST137,712090413650
1503747,delivered,delivered,15/4/2020 9:34:03,15/4/2020,Shipit0638,Miguel Angel Alonso,chilexpress,TEST138,712090413451
1503746,delivered,delivered,15/4/2020 9:34:02,15/4/2020,Shipit0639,Pedro Ruiz,chilexpress,TEST139,712090413506
1503745,delivered,delivered,15/4/2020 9:34:02,15/4/2020,Shipit0640,Angel Hernandez,chilexpress,TEST140,712090413403
1503744,delivered,delivered,15/4/2020 9:34:01,15/4/2020,Shipit0641,Antonio Gutierrez,chilexpress,TEST141,712090413484
1503743,delivered,delivered,15/4/2020 9:34:00,15/4/2020,Shipit0642,Jose Blanco,chilexpress,TEST142,712090413462
1503742,delivered,delivered,15/4/2020 9:33:59,15/4/2020,Shipit0643,Manuel Jimenez,chilexpress,TEST143,712090413473
1503741,delivered,delivered,15/4/2020 9:33:58,15/4/2020,Shipit0644,Francisco Moreno,chilexpress,TEST144,712090413436
1503740,delivered,delivered,15/4/2020 9:33:57,15/4/2020,Shipit0645,David Muñoz,chilexpress,TEST145,712090413355
1503739,delivered,delivered,15/4/2020 9:33:56,15/4/2020,Shipit0646,Juan Vazquez,chilexpress,TEST146,712090413532
1503738,delivered,delivered,15/4/2020 9:33:56,15/4/2020,Shipit0647,Jose Antonio Gil,chilexpress,TEST147,712090413344
1503737,delivered,delivered,15/4/2020 9:33:55,15/4/2020,Shipit0648,Javier Dominguez,chilexpress,TEST148,712090413495
1503736,delivered,delivered,15/4/2020 9:33:54,15/4/2020,Shipit0649,Daniel Castro,chilexpress,TEST149,712090413252
1503735,delivered,delivered,15/4/2020 9:33:53,15/4/2020,Shipit0650,Jose Luis Ramos,chilexpress,TEST150,712090414070
1503734,delivered,delivered,15/4/2020 9:33:52,15/4/2020,Shipit0651,Francisco Javier Garcia,chilexpress,TEST151,712090413263
1503733,delivered,delivered,15/4/2020 9:33:51,15/4/2020,Shipit0652,Carlos Gonzalez,chilexpress,TEST152,712090413370
1503732,delivered,delivered,15/4/2020 9:33:50,15/4/2020,Shipit0653,Jesus Fernandez,chilexpress,TEST153,712090413333
1503731,delivered,delivered,15/4/2020 9:33:50,15/4/2020,Shipit0654,Alejandro Perez,chilexpress,TEST154,712090413230
1503730,delivered,delivered,15/4/2020 9:33:49,15/4/2020,Shipit0655,Miguel Lopez,chilexpress,TEST155,712090413241
1503729,delivered,delivered,15/4/2020 9:33:48,15/4/2020,Shipit0656,Jose Manuel Rodriguez,chilexpress,TEST156,712090413425
1503728,delivered,delivered,15/4/2020 9:33:47,15/4/2020,Shipit0657,Rafael Martinez,chilexpress,TEST157,712090413414
1503727,delivered,delivered,15/4/2020 9:33:46,15/4/2020,Shipit0658,Miguel Angel Sanchez,chilexpress,TEST158,712090413285
1503726,delivered,delivered,15/4/2020 9:33:45,15/4/2020,Shipit0659,Pedro Gomez,chilexpress,TEST159,712090413226
1503725,delivered,delivered,15/4/2020 9:33:44,15/4/2020,Shipit0660,Angel Alvarez,chilexpress,TEST160,712090413915
1503724,delivered,delivered,15/4/2020 9:33:43,15/4/2020,Shipit0661,Antonio Martin,chilexpress,TEST161,712090413322
1503723,delivered,delivered,15/4/2020 9:33:43,15/4/2020,Shipit0662,Jose Diaz,chilexpress,TEST162,712090413311
1503722,delivered,delivered,15/4/2020 9:33:42,15/4/2020,Shipit0663,Manuel Alonso,chilexpress,TEST163,712090413274
1503721,delivered,delivered,15/4/2020 9:33:41,15/4/2020,Shipit0664,Francisco Ruiz,chilexpress,TEST164,712090413300
1503720,delivered,delivered,15/4/2020 9:33:40,15/4/2020,Shipit0665,David Hernandez,chilexpress,TEST165,712090413366
1503719,delivered,delivered,15/4/2020 9:33:39,15/4/2020,Shipit0666,Juan Gutierrez,chilexpress,TEST166,712090413392
1503718,delivered,delivered,15/4/2020 9:33:38,15/4/2020,Shipit0667,Jose Antonio Blanco,chilexpress,TEST167,712090413215
1503717,delivered,delivered,15/4/2020 9:33:37,15/4/2020,Shipit0668,Javier Jimenez,chilexpress,TEST168,712090413171
